Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,Travel_Rarely,1257,Sales,21,4,Other,1,450,4,Female,74,3,1,Sales Executive,3,Single,13845,11005,3,Y,No,23,3,3,80,1,12,1,3,26,2,3,12
18,No,Travel_Frequently,457,Research & Development,3,3,Other,1,451,1,Male,31,2,2,Manager,4,Married,5844,9580,3,Y,Yes,24,3,3,80,0,32,4,1,28,3,11,3
52,No,Travel_Frequently,1179,Research & Development,12,1,Technical Degree,1,452,4,Male,43,2,2,Laboratory Technician,1,Single,5573,3199,0,Y,Yes,13,3,2,80,2,32,4,2,31,15,5,15
57,No,Travel_Frequently,991,Research & Development,3,4,Marketing,1,453,3,Male,67,3,4,Manager,1,Married,12485,5863,0,Y,No,17,3,3,80,2,24,3,3,29,12,8,6
25,No,Travel_Rarely,894,Human Resources,11,2,Life Sciences,1,454,1,Male,69,2,2,Human Resources,2,Single,7442,4573,2,Y,No,12,3,2,80,2,13,3,3,25,10,9,0
24,No,Travel_Rarely,366,Sales,12,4,Marketing,1,455,2,Male,92,1,4,Sales Executive,1,Divorced,9914,12206,6,Y,No,21,3,3,80,2,39,2,2,29,10,5,15
28,No,Travel_Rarely,1083,Research & Development,25,1,Marketing,1,456,1,Male,45,2,2,Healthcare Representative,4,Married,9951,13365,8,Y,No,21,4,3,80,1,37,4,2,9,4,5,1
56,No,Travel_Rarely,1340,Sales,4,3,Other,1,457,3,Female,35,2,2,Sales Executive,3,Divorced,10802,6825,3,Y,No,22,3,2,80,1,8,1,1,11,0,10,0
21,No,Travel_Frequently,903,Research & Development,25,4,Marketing,1,458,3,Female,32,2,4,Research Director,3,Married,10520,13455,1,Y,Yes,18,3,1,80,1,17,4,3,32,13,0,13
42,No,Travel_Rarely,144,Sales,16,3,Life Sciences,1,459,4,Female,43,2,4,Manager,1,Divorced,2546,18181,5,Y,No,19,3,2,80,2,14,5,1,33,4,4,4
29,Yes,Travel_Rarely,963,Sales,20,2,Life Sciences,1,460,3,Male,95,1,3,Manager,4,Divorced,2186,5266,5,Y,No,18,3,1,80,1,3,3,2,17,5,14,14
43,No,Travel_Rarely,1403,Sales,18,4,Human Resources,1,461,3,Female,96,3,2,Sales Executive,3,Married,10998,16135,8,Y,No,18,3,1,80,2,33,5,3,38,11,0,9
55,No,Travel_Rarely,1255,Research & Development,4,4,Medical,1,462,3,Female,60,2,4,Research Director,1,Divorced,13465,26663,3,Y,No,18,4,2,80,2,37,3,2,15,13,10,1
29,No,Travel_Frequently,451,Research & Development,22,2,Technical Degree,1,463,3,Male,62,2,2,Manager,4,Married,17616,9162,7,Y,Yes,24,3,2,80,2,16,5,2,3,16,13,10
54,No,Travel_Rarely,1231,Research & Development,6,2,Marketing,1,464,2,Female,30,1,2,Laboratory Technician,4,Married,14717,8651,2,Y,Yes,17,3,3,80,0,6,3,2,9,6,8,15
41,No,Travel_Frequently,1013,Human Resources,21,2,Technical Degree,1,465,2,Male,73,1,2,Manager,3,Single,17425,5424,1,Y,No,12,3,3,80,1,31,1,1,27,0,9,3
33,Yes,Travel_Rarely,102,Research & Development,15,1,Technical Degree,1,466,1,Female,44,1,1,Research Director,2,Married,3400,8116,8,Y,No,18,3,1,80,1,22,5,2,17,16,3,9
30,Yes,Travel_Rarely,685,Sales,1,1,Technical Degree,1,467,4,Male,66,2,3,Sales Representative,2,Married,1182,14737,5,Y,Yes,15,3,3,80,0,19,0,1,8,5,1,11
42,No,Travel_Frequently,533,Research & Development,3,4,Human Resources,1,468,2,Male,56,3,1,Research Director,4,Married,7708,4152,7,Y,Yes,16,4,2,80,0,1,3,2,21,3,8,1
21,No,Travel_Rarely,1431,Sales,5,4,Technical Degree,1,469,3,Female,77,1,3,Sales Representative,4,Single,4082,24168,8,Y,No,14,3,1,80,0,20,4,2,9,13,5,1
28,No,Non-Travel,154,Human Resources,22,4,Human Resources,1,470,4,Male,56,1,2,Manager,1,Married,11795,24249,0,Y,No,11,4,3,80,0,11,0,3,39,7,13,8
49,No,Travel_Rarely,1041,Sales,17,3,Life Sciences,1,471,2,Female,41,1,2,Manager,4,Single,14541,20348,0,Y,No,23,3,3,80,2,26,4,2,22,17,10,11
24,No,Travel_Rarely,621,Human Resources,14,2,Marketing,1,472,1,Male,96,3,4,Human Resources,1,Married,2260,5715,4,Y,Yes,15,3,2,80,1,9,3,3,12,12,12,1
28,No,Travel_Rarely,1455,Sales,9,4,Human Resources,1,473,3,Female,59,2,3,Sales Executive,1,Single,15567,11431,8,Y,No,13,3,2,80,1,7,1,3,23,7,9,15
45,No,Non-Travel,1450,Research & Development,3,2,Medical,1,474,4,Female,95,2,3,Research Director,1,Divorced,7982,6085,6,Y,No,19,3,3,80,1,20,0,1,12,15,2,14
58,No,Travel_Rarely,1239,Research & Development,26,1,Technical Degree,1,475,2,Male,36,2,1,Manager,4,Single,2500,13659,6,Y,No,14,3,1,80,2,21,0,3,24,4,12,15
40,No,Travel_Frequently,248,Human Resources,13,2,Medical,1,476,4,Female,63,1,3,Manager,4,Single,3015,26794,1,Y,Yes,20,4,1,80,1,12,3,3,28,2,11,5
40,Yes,Travel_Rarely,1291,Sales,3,3,Life Sciences,1,477,2,Female,61,2,2,Sales Representative,1,Divorced,3687,10597,2,Y,No,12,3,2,80,0,39,5,2,15,12,1,14
45,No,Travel_Rarely,1264,Research & Development,11,3,Life Sciences,1,478,1,Female,68,1,4,Manager,3,Married,5963,19252,3,Y,No,14,3,2,80,1,11,3,2,39,14,5,11
43,No,Travel_Rarely,730,Human Resources,2,2,Other,1,479,3,Male,72,3,1,Manager,4,Single,13866,17431,1,Y,Yes,13,3,2,80,1,16,3,1,5,3,9,11
42,No,Travel_Rarely,400,Research & Development,24,3,Technical Degree,1,480,1,Male,72,3,4,Manager,2,Married,14247,13206,8,Y,Yes,13,4,3,80,2,8,2,3,7,2,5,9
46,No,Travel_Rarely,1401,Research & Development,15,3,Other,1,481,3,Female,32,2,3,Research Scientist,3,Single,4706,15855,4,Y,No,15,4,3,80,0,39,1,3,33,1,13,14
36,Yes,Travel_Frequently,890,Research & Development,13,1,Medical,1,482,3,Female,75,1,3,Research Scientist,2,Divorced,1787,12117,6,Y,No,11,3,2,80,0,11,5,1,17,3,11,3
50,Yes,Travel_Rarely,951,Research & Development,19,4,Marketing,1,483,4,Male,61,1,1,Research Scientist,4,Married,1790,10979,8,Y,No,15,3,1,80,0,8,1,2,31,5,11,9
53,No,Travel_Rarely,279,Research & Development,22,3,Other,1,484,2,Male,72,2,3,Research Scientist,3,Single,8386,23756,4,Y,No,18,3,2,80,1,29,3,3,9,3,8,13
31,Yes,Travel_Rarely,943,Research & Development,16,4,Life Sciences,1,485,1,Female,32,3,4,Research Scientist,4,Married,3267,3470,5,Y,No,20,3,2,80,0,5,2,1,33,16,4,9
31,No,Travel_Rarely,1479,Human Resources,18,2,Technical Degree,1,486,1,Male,92,3,2,Human Resources,4,Single,10300,8033,3,Y,Yes,22,3,1,80,0,24,3,2,22,6,10,16
52,No,Travel_Rarely,1279,Sales,7,2,Medical,1,487,1,Male,69,3,1,Sales Representative,3,Divorced,6297,11275,7,Y,No,19,3,1,80,1,27,3,1,18,17,14,10
47,Yes,Travel_Rarely,1326,Sales,13,3,Human Resources,1,488,4,Female,47,3,3,Sales Executive,4,Divorced,1647,4940,0,Y,No,22,4,1,80,2,9,1,1,19,9,14,1
45,No,Travel_Rarely,979,Human Resources,4,2,Life Sciences,1,489,4,Male,96,3,4,Human Resources,3,Divorced,17094,8911,0,Y,No,11,3,1,80,1,27,2,3,33,16,11,10
34,No,Travel_Rarely,1240,Research & Development,9,1,Human Resources,1,490,4,Male,91,2,2,Laboratory Technician,4,Married,17201,9524,4,Y,Yes,24,3,3,80,2,28,1,2,37,3,8,7
20,No,Travel_Rarely,860,Research & Development,10,3,Marketing,1,491,3,Male,39,2,3,Laboratory Technician,1,Married,14614,13245,8,Y,Yes,12,3,3,80,2,35,3,3,16,6,12,15
33,No,Travel_Rarely,1193,Research & Development,9,3,Technical Degree,1,492,1,Female,81,2,1,Laboratory Technician,2,Single,15361,3810,1,Y,No,12,3,2,80,0,10,4,3,4,12,4,3
47,No,Travel_Rarely,546,Sales,7,3,Marketing,1,493,3,Male,75,3,3,Sales Executive,1,Married,3040,8874,2,Y,Yes,16,4,3,80,0,20,0,2,1,2,1,13
46,Yes,Travel_Rarely,1451,Sales,15,2,Marketing,1,494,1,Female,84,3,3,Manager,4,Married,2522,5425,7,Y,Yes,11,3,2,80,1,37,5,2,33,7,0,16
32,No,Travel_Rarely,809,Research & Development,28,2,Technical Degree,1,495,1,Male,75,2,3,Laboratory Technician,4,Married,9988,11175,4,Y,Yes,21,3,2,80,2,25,3,2,19,10,8,10
42,No,Non-Travel,703,Research & Development,8,3,Technical Degree,1,496,2,Male,89,2,2,Healthcare Representative,4,Divorced,9559,19856,2,Y,Yes,11,3,1,80,1,17,5,3,1,15,9,2
55,No,Travel_Frequently,1484,Research & Development,19,4,Human Resources,1,497,1,Female,55,3,2,Manufacturing Director,1,Single,19371,23062,5,Y,No,12,3,1,80,0,3,2,2,27,8,6,3
59,No,Travel_Frequently,246,Sales,11,2,Marketing,1,498,4,Female,56,1,3,Sales Executive,4,Single,2503,25859,5,Y,No,22,3,3,80,2,14,4,2,17,9,2,12
55,No,Travel_Rarely,376,Human Resources,5,2,Medical,1,499,4,Female,67,2,3,Human Resources,3,Single,7344,6369,4,Y,Yes,23,3,3,80,0,22,5,2,38,5,14,16
40,No,Travel_Frequently,610,Human Resources,2,3,Human Resources,1,500,4,Female,51,3,1,Human Resources,2,Single,10947,24016,4,Y,No,14,4,3,80,0,5,5,1,34,2,11,9
42,No,Travel_Frequently,1304,Research & Development,10,4,Technical Degree,1,501,2,Male,55,3,3,Research Director,4,Single,11533,25788,5,Y,No,12,3,3,80,0,6,2,2,14,7,5,11
59,No,Travel_Frequently,854,Research & Development,16,3,Life Sciences,1,502,2,Female,98,2,4,Manager,4,Married,16808,12650,1,Y,No,14,3,1,80,2,14,3,3,38,5,9,7
24,No,Travel_Rarely,578,Research & Development,23,2,Human Resources,1,503,3,Female,64,1,4,Healthcare Representative,2,Single,10148,15649,5,Y,No,13,3,1,80,2,8,3,1,39,7,3,2
39,No,Travel_Rarely,1278,Research & Development,13,3,Other,1,504,1,Female,95,3,1,Manager,2,Single,16155,18709,1,Y,No,13,3,3,80,0,29,0,3,38,13,13,9
34,No,Travel_Frequently,1229,Research & Development,8,3,Medical,1,505,1,Male,80,2,2,Research Director,2,Married,17193,12098,2,Y,Yes,19,3,2,80,2,27,2,1,2,7,8,6
35,Yes,Travel_Rarely,1200,Sales,9,3,Human Resources,1,506,4,Male,47,3,3,Sales Executive,1,Single,2657,7516,1,Y,No,18,3,1,80,0,29,4,2,18,10,14,9
58,No,Travel_Rarely,1253,Human Resources,11,4,Technical Degree,1,507,4,Female,72,3,1,Human Resources,1,Married,9012,22904,0,Y,No,22,3,1,80,0,7,0,1,22,9,1,6
27,No,Travel_Rarely,767,Research & Development,11,3,Technical Degree,1,508,4,Female,41,3,2,Manager,4,Married,17213,13282,0,Y,No,22,3,1,80,0,34,2,3,18,9,13,13
27,No,Travel_Rarely,669,Human Resources,23,2,Medical,1,509,4,Female,32,3,1,Manager,2,Married,17212,2341,8,Y,No,20,3,1,80,2,34,3,1,17,10,10,11
24,No,Travel_Rarely,1470,Research & Development,26,3,Other,1,510,4,Female,36,1,2,Manager,4,Divorced,15808,22856,3,Y,No,19,3,3,80,1,25,0,2,29,0,11,7
55,No,Travel_Rarely,632,Research & Development,16,4,Human Resources,1,511,4,Male,35,2,3,Research Scientist,4,Single,12711,15692,4,Y,No,11,3,3,80,1,29,3,2,38,14,14,6
44,No,Travel_Rarely,260,Research & Development,10,1,Human Resources,1,512,1,Female,74,2,1,Healthcare Representative,4,Married,17173,15321,6,Y,No,22,4,2,80,2,34,1,3,18,4,11,4
50,No,Travel_Rarely,782,Human Resources,24,4,Marketing,1,513,2,Male,68,2,3,Human Resources,1,Divorced,11515,15905,1,Y,No,15,3,1,80,2,37,1,1,4,13,3,0
18,No,Travel_Rarely,124,Research & Development,12,3,Life Sciences,1,514,4,Female,80,2,1,Manager,2,Married,13939,5835,8,Y,Yes,22,3,3,80,0,10,0,3,12,7,0,14
51,Yes,Travel_Rarely,1172,Sales,25,1,Technical Degree,1,515,1,Female,38,2,2,Manager,4,Single,3523,18540,3,Y,Yes,22,3,3,80,0,19,0,3,33,16,6,8
21,No,Travel_Rarely,626,Sales,6,3,Human Resources,1,516,4,Male,52,1,1,Manager,1,Married,4424,22701,0,Y,No,14,3,1,80,1,30,2,3,23,3,13,11
34,No,Travel_Rarely,830,Research & Development,28,4,Human Resources,1,517,3,Female,41,3,4,Research Scientist,3,Married,13576,3645,7,Y,Yes,21,3,3,80,0,33,4,2,17,3,3,10
21,No,Travel_Frequently,245,Research & Development,12,1,Human Resources,1,518,3,Female,91,3,4,Manager,3,Divorced,11200,8400,3,Y,No,24,3,3,80,1,11,4,1,3,17,4,9
43,No,Travel_Rarely,769,Human Resources,10,1,Other,1,519,1,Female,69,2,1,Manager,4,Single,19701,5099,6,Y,No,19,3,3,80,1,27,1,2,35,2,14,9
21,No,Travel_Rarely,782,Sales,18,3,Life Sciences,1,520,2,Female,83,3,4,Sales Executive,4,Single,5216,5416,2,Y,No,24,3,2,80,2,2,1,2,7,8,11,0
18,No,Travel_Rarely,1074,Research & Development,18,3,Human Resources,1,521,3,Male,36,3,3,Laboratory Technician,2,Married,14826,18102,8,Y,No,13,3,3,80,2,4,1,2,0,6,0,10
24,Yes,Travel_Frequently,900,Research & Development,4,4,Medical,1,522,3,Female,46,3,4,Manufacturing Director,2,Single,3324,10091,4,Y,No,15,3,1,80,2,12,3,1,37,1,1,1
47,No,Travel_Rarely,186,Human Resources,9,3,Technical Degree,1,523,2,Female,79,2,4,Manager,4,Single,6670,26964,4,Y,Yes,18,4,1,80,1,11,4,2,35,8,11,10
26,No,Travel_Rarely,517,Research & Development,7,1,Marketing,1,524,3,Male,53,2,3,Healthcare Representative,1,Single,4623,14560,2,Y,No,20,3,1,80,2,0,0,2,37,5,3,1
52,No,Travel_Rarely,795,Research & Development,18,2,Medical,1,525,4,Female,31,1,3,Research Director,4,Single,15350,14610,8,Y,No,15,3,3,80,1,18,1,2,12,5,1,8
25,No,Travel_Rarely,583,Research & Development,8,2,Technical Degree,1,526,2,Male,62,2,2,Healthcare Representative,2,Single,18513,19360,2,Y,No,19,3,2,80,2,28,5,1,21,15,13,0
41,No,Travel_Frequently,557,Research & Development,11,4,Other,1,527,3,Female,50,1,3,Healthcare Representative,2,Divorced,16450,2487,1,Y,No,12,4,3,80,1,38,2,1,28,1,13,5
36,Yes,Travel_Frequently,928,Sales,7,3,Life Sciences,1,528,2,Female,82,2,1,Manager,1,Single,3763,4833,8,Y,No,16,3,1,80,0,24,0,3,8,15,12,1
53,No,Travel_Rarely,398,Sales,9,4,Life Sciences,1,529,4,Female,75,3,4,Manager,4,Single,11260,6261,8,Y,No,15,3,2,80,0,15,0,2,26,2,0,14
44,No,Travel_Rarely,1237,Research & Development,8,2,Technical Degree,1,530,3,Male,74,1,2,Laboratory Technician,2,Single,6311,22891,3,Y,No,19,3,2,80,1,16,0,2,3,15,9,0
49,No,Travel_Rarely,1355,Research & Development,3,2,Medical,1,531,1,Male,38,1,3,Manager,4,Divorced,4736,23168,3,Y,No,17,4,3,80,1,27,4,1,39,11,0,3
31,No,Travel_Rarely,1221,Human Resources,17,3,Marketing,1,532,3,Female,35,1,4,Human Resources,2,Married,3946,22952,5,Y,No,18,3,1,80,0,38,1,1,16,2,5,12
35,No,Travel_Rarely,1051,Human Resources,2,1,Other,1,533,3,Male,80,2,1,Manager,3,Divorced,17740,15288,8,Y,Yes,17,3,3,80,1,4,2,2,36,10,1,3
45,No,Travel_Rarely,781,Research & Development,15,3,Technical Degree,1,534,4,Female,64,1,1,Manufacturing Director,3,Single,18684,6325,7,Y,No,23,3,1,80,1,0,3,3,2,10,2,14
46,No,Travel_Rarely,479,Research & Development,14,2,Other,1,535,1,Male,82,2,2,Laboratory Technician,3,Divorced,11176,21255,2,Y,No,20,3,2,80,0,2,2,3,3,15,4,1
33,No,Travel_Rarely,1281,Human Resources,18,1,Life Sciences,1,536,1,Female,48,1,1,Manager,2,Married,13883,3495,5,Y,No,20,4,3,80,1,23,2,2,39,4,2,8
52,No,Non-Travel,522,Research & Development,16,4,Human Resources,1,537,1,Male,98,2,4,Research Director,1,Single,6501,10180,6,Y,Yes,15,4,2,80,2,28,5,3,15,7,5,11
48,No,Travel_Rarely,206,Sales,20,2,Human Resources,1,538,4,Female,54,1,3,Sales Executive,3,Married,13618,2999,5,Y,No,21,3,1,80,0,14,2,3,10,10,6,13
21,No,Travel_Frequently,431,Research & Development,22,4,Marketing,1,539,4,Male,40,3,1,Research Scientist,2,Divorced,7914,2623,2,Y,No,23,3,2,80,2,3,3,2,26,10,9,3
54,No,Travel_Frequently,540,Sales,4,1,Other,1,540,4,Male,46,3,3,Sales Executive,4,Married,2082,10105,8,Y,No,24,3,2,80,1,0,2,3,25,17,5,14
34,No,Travel_Rarely,1257,Human Resources,25,4,Technical Degree,1,541,4,Male,65,1,4,Manager,3,Divorced,10364,25556,3,Y,No,15,3,2,80,1,14,5,1,30,9,1,3
56,No,Travel_Frequently,483,Research & Development,20,2,Marketing,1,542,4,Male,50,2,4,Laboratory Technician,1,Divorced,19382,17095,1,Y,Yes,23,3,3,80,2,23,2,2,33,3,8,4
43,Yes,Travel_Rarely,239,Sales,6,3,Medical,1,543,1,Female,47,2,3,Manager,1,Single,3589,6712,8,Y,No,21,3,1,80,1,30,1,1,7,9,1,9
56,No,Travel_Rarely,1044,Research & Development,6,4,Human Resources,1,544,2,Female,89,2,4,Research Scientist,1,Married,14293,22199,2,Y,No,14,3,2,80,1,19,5,2,38,13,5,11
58,No,Travel_Rarely,944,Research & Development,26,2,Technical Degree,1,545,4,Male,47,3,2,Research Director,4,Single,14812,21099,5,Y,No,12,4,2,80,2,9,1,1,0,5,8,11
21,No,Non-Travel,371,Research & Development,11,2,Other,1,546,2,Female,30,3,1,Manufacturing Director,4,Divorced,5084,25204,4,Y,No,24,3,2,80,1,10,1,3,1,4,8,7
47,No,Travel_Rarely,497,Sales,26,1,Marketing,1,547,3,Male,43,3,2,Sales Representative,1,Single,4045,19050,1,Y,Yes,19,3,2,80,0,17,0,1,26,14,1,3
47,No,Travel_Rarely,1014,Research & Development,17,2,Technical Degree,1,548,3,Female,37,2,2,Research Scientist,1,Divorced,18588,19121,0,Y,No,20,3,1,80,2,33,5,1,2,4,8,2
39,No,Non-Travel,565,Research & Development,24,3,Marketing,1,549,4,Male,95,2,2,Research Scientist,1,Married,15184,17002,8,Y,No,20,3,1,80,2,27,2,1,33,5,7,0
28,No,Travel_Rarely,551,Research & Development,28,3,Marketing,1,550,3,Female,80,2,3,Research Scientist,4,Married,16375,22549,2,Y,Yes,22,4,3,80,2,37,4,1,15,16,13,13
19,No,Travel_Rarely,1456,Research & Development,3,4,Marketing,1,551,2,Female,89,1,3,Laboratory Technician,4,Single,3552,26549,6,Y,No,20,3,1,80,2,15,4,1,0,13,6,16
29,No,Travel_Frequently,1378,Research & Development,13,4,Other,1,552,3,Male,63,1,4,Manufacturing Director,2,Married,9816,9107,8,Y,No,20,3,1,80,0,23,4,2,6,10,12,5
47,No,Travel_Frequently,1410,Research & Development,22,4,Technical Degree,1,553,3,Male,65,1,3,Laboratory Technician,3,Divorced,2824,11578,8,Y,No,13,4,2,80,2,38,3,1,34,13,10,5
53,No,Non-Travel,1399,Research & Development,3,4,Life Sciences,1,554,2,Male,91,3,4,Laboratory Technician,4,Single,5748,13881,5,Y,No,21,3,3,80,2,11,1,1,21,4,7,9
35,No,Non-Travel,121,Research & Development,16,3,Life Sciences,1,555,3,Male,30,3,3,Manager,1,Married,7578,14928,7,Y,No,21,4,3,80,1,6,1,2,31,12,9,9
43,No,Travel_Rarely,340,Research & Development,15,1,Other,1,556,4,Male,71,2,4,Research Director,3,Single,7197,7699,8,Y,No,13,3,2,80,2,35,1,2,25,11,7,2
24,No,Travel_Frequently,1395,Sales,11,4,Other,1,557,2,Female,30,1,1,Manager,4,Married,11030,12771,2,Y,No,13,3,3,80,1,16,5,3,5,9,0,0
18,Yes,Travel_Rarely,519,Sales,18,1,Human Resources,1,558,2,Male,83,2,4,Sales Representative,3,Single,3815,24160,5,Y,Yes,18,3,1,80,2,3,3,1,10,12,8,14
43,No,Travel_Rarely,1435,Research & Development,15,2,Marketing,1,559,1,Female,76,1,1,Manufacturing Director,2,Single,9595,19032,4,Y,No,16,4,3,80,2,36,2,1,30,14,5,3
40,Yes,Travel_Rarely,1156,Research & Development,5,2,Technical Degree,1,560,1,Male,68,1,4,Manager,4,Divorced,1106,16145,6,Y,No,11,3,2,80,0,32,0,3,20,12,0,9
43,No,Travel_Rarely,1229,Research & Development,16,4,Technical Degree,1,561,2,Female,59,2,3,Manager,1,Married,13502,21871,6,Y,Yes,22,3,3,80,1,18,5,1,21,3,0,16
23,No,Non-Travel,287,Sales,16,2,Medical,1,562,2,Female,36,2,3,Manager,1,Single,5051,12860,8,Y,No,23,4,3,80,0,25,1,3,0,8,12,9
23,No,Non-Travel,1253,Sales,17,1,Medical,1,563,1,Male,51,1,1,Sales Representative,2,Married,4905,12510,0,Y,No,24,3,3,80,1,10,2,2,20,6,6,3
25,No,Travel_Rarely,1335,Sales,9,1,Life Sciences,1,564,4,Male,79,1,2,Manager,2,Single,14238,17103,5,Y,No,13,3,2,80,2,30,4,1,19,14,9,4
41,No,Travel_Rarely,1406,Research & Development,27,2,Medical,1,565,3,Female,74,3,2,Laboratory Technician,2,Single,4694,23046,4,Y,Yes,14,3,1,80,0,0,0,1,8,16,1,6
39,No,Travel_Rarely,354,Research & Development,23,4,Medical,1,566,3,Female,39,2,4,Research Scientist,2,Married,5595,15968,3,Y,No,23,3,3,80,1,39,4,2,26,13,5,7
36,No,Travel_Frequently,120,Research & Development,3,1,Life Sciences,1,567,3,Male,43,2,3,Laboratory Technician,2,Single,3267,11279,0,Y,No,12,3,1,80,1,35,2,1,28,13,12,0
54,No,Travel_Frequently,813,Research & Development,20,1,Human Resources,1,568,2,Female,75,2,2,Research Scientist,4,Married,2421,21937,3,Y,No,16,4,1,80,0,28,2,2,32,8,4,7
35,Yes,Travel_Rarely,1261,Human Resources,13,3,Life Sciences,1,569,4,Female,35,2,3,Human Resources,4,Married,2865,19599,6,Y,No,20,4,1,80,1,24,4,2,0,15,4,16
48,No,Travel_Rarely,324,Research & Development,22,4,Medical,1,570,1,Female,50,1,3,Healthcare Representative,3,Married,11849,24008,3,Y,No,22,3,3,80,2,17,5,3,2,1,9,8
54,No,Travel_Rarely,104,Research & Development,3,3,Technical Degree,1,571,4,Female,91,3,3,Manufacturing Director,2,Divorced,18349,23587,0,Y,Yes,11,3,1,80,1,2,0,2,31,13,14,15
47,No,Travel_Rarely,1361,Research & Development,28,2,Medical,1,572,4,Female,48,2,4,Research Director,1,Single,14131,18533,0,Y,No,11,3,3,80,2,17,4,3,19,3,11,8
59,No,Non-Travel,955,Research & Development,7,2,Marketing,1,573,3,Female,91,1,1,Laboratory Technician,1,Married,10876,16754,0,Y,Yes,18,3,3,80,1,6,4,2,16,2,5,15
50,No,Travel_Rarely,329,Research & Development,6,3,Marketing,1,574,1,Male,82,1,4,Research Scientist,2,Single,4226,10943,4,Y,No,14,3,3,80,0,27,5,3,36,2,13,12
27,No,Travel_Rarely,1014,Research & Development,9,4,Marketing,1,575,4,Male,53,1,2,Laboratory Technician,2,Single,6388,26929,6,Y,Yes,11,4,1,80,2,16,4,3,37,10,10,4
54,No,Travel_Rarely,600,Human Resources,12,1,Human Resources,1,576,1,Male,85,1,1,Manager,2,Divorced,4422,6830,8,Y,No,17,3,3,80,1,24,0,3,9,4,7,1
29,Yes,Travel_Rarely,622,Sales,15,2,Other,1,577,2,Male,91,1,2,Sales Representative,2,Married,3946,4703,7,Y,No,19,3,2,80,2,17,3,3,28,15,4,3
47,No,Non-Travel,803,Human Resources,21,4,Marketing,1,578,3,Female,63,2,1,Manager,2,Married,11269,16769,1,Y,No,20,3,2,80,0,39,0,1,31,8,7,11
44,No,Travel_Rarely,1018,Research & Development,20,4,Technical Degree,1,579,1,Male,51,2,1,Manager,1,Married,14177,6003,8,Y,No,17,3,2,80,1,2,5,2,12,10,4,2
56,No,Travel_Rarely,1264,Sales,3,2,Human Resources,1,580,2,Female,97,3,4,Manager,3,Single,14032,18881,3,Y,Yes,11,3,3,80,1,24,4,2,30,11,9,3
26,No,Travel_Rarely,1401,Research & Development,10,2,Other,1,581,2,Female,86,2,3,Manufacturing Director,2,Married,13508,16961,4,Y,No,11,3,2,80,2,6,1,2,3,7,14,3
38,No,Travel_Rarely,392,Human Resources,1,4,Other,1,582,2,Male,39,1,3,Human Resources,2,Divorced,9316,2888,4,Y,No,22,3,3,80,0,9,1,2,17,13,5,15
29,No,Travel_Rarely,1178,Research & Development,19,1,Marketing,1,583,4,Male,95,3,1,Manager,2,Married,4843,20039,3,Y,No,11,3,3,80,0,18,2,3,10,16,7,10
46,No,Travel_Frequently,1235,Research & Development,19,3,Medical,1,584,4,Female,37,1,4,Healthcare Representative,4,Single,6111,17463,5,Y,Yes,18,3,3,80,1,14,3,1,17,14,1,12
50,No,Travel_Rarely,816,Research & Development,23,2,Life Sciences,1,585,3,Male,67,1,2,Laboratory Technician,1,Married,14463,12927,0,Y,Yes,17,3,1,80,2,20,5,2,36,14,6,10
32,No,Travel_Rarely,1049,Sales,23,3,Medical,1,586,3,Male,91,2,2,Sales Representative,1,Married,15778,25901,1,Y,No,24,3,2,80,1,20,2,2,32,11,2,6
19,No,Travel_Rarely,749,Sales,13,4,Medical,1,587,2,Female,57,1,3,Manager,3,Married,6224,12950,3,Y,No,13,3,3,80,1,36,2,2,36,8,8,13
56,No,Travel_Rarely,1129,Sales,12,3,Other,1,588,3,Female,39,2,3,Manager,4,Married,6979,8889,3,Y,No,13,3,2,80,2,27,1,3,2,11,9,3
35,No,Travel_Rarely,785,Sales,1,1,Other,1,589,4,Female,74,1,2,Sales Executive,4,Married,18809,7586,7,Y,Yes,22,4,2,80,0,31,0,2,0,11,6,7
20,Yes,Travel_Rarely,971,Sales,19,4,Human Resources,1,590,3,Female,94,3,2,Sales Executive,4,Married,1554,17888,8,Y,No,13,3,1,80,1,26,2,2,18,10,14,11
24,No,Travel_Frequently,1172,Sales,24,1,Human Resources,1,591,1,Female,96,1,4,Manager,3,Divorced,10941,12243,3,Y,No,12,3,2,80,1,22,2,1,5,5,2,12
35,Yes,Non-Travel,195,Research & Development,16,4,Other,1,592,4,Female,38,2,2,Laboratory Technician,3,Single,1680,7093,5,Y,No,24,3,3,80,2,9,3,3,9,7,14,8
55,No,Travel_Rarely,1041,Sales,25,1,Technical Degree,1,593,2,Male,34,1,4,Sales Executive,3,Divorced,17963,24676,3,Y,No,24,3,3,80,2,39,1,1,36,10,7,8
54,No,Travel_Rarely,661,Research & Development,23,4,Technical Degree,1,594,2,Male,39,2,3,Manager,4,Married,18427,7291,3,Y,No,14,3,2,80,1,5,0,2,11,2,9,1
